Intensity Value	Number of Pixels
  889.00000	12
  726.01221	0
  726.22222	0
  726.43223	0
  726.64225	0
  890.00000	14
  727.06227	0
  727.27228	0
  727.48230	0
  727.69231	0
  891.00000	13
  728.11233	0
  728.32234	0
  728.53236	0
  728.74237	0
  892.00000	15
  729.16239	0
  729.37241	0
  729.58242	0
  893.00000	19
  730.00244	0
  730.21245	0
  730.42247	0
  730.63248	0
  894.00000	21
  731.05250	0
  731.26252	0
  731.47253	0
  731.68254	0
  895.00000	18
  732.10256	0
  732.31258	0
  732.52259	0
  732.73260	0
  896.00000	9
  733.15263	0
  733.36264	0
  733.57265	0
  733.78266	0
  897.00000	19
  734.20269	0
  734.41270	0
  734.62271	0
  898.00000	14
  735.04274	0
  735.25275	0
  735.46276	0
  735.67277	0
  899.00000	11
  736.09280	0
  736.30281	0
  736.51282	0
  736.72283	0
  900.00000	12
  737.14286	0
  737.35287	0
  737.56288	0
  737.77289	0
  901.00000	13
  738.19292	0
  738.40293	0
  738.61294	0
  902.00000	8
  739.03297	0
  739.24298	0
  739.45299	0
  739.66300	0
  903.00000	15
  740.08303	0
  740.29304	0
  740.50305	0
  740.71306	0
  904.00000	16
  741.13309	0
  741.34310	0
  741.55311	0
  741.76313	0
  905.00000	16
  742.18315	0
  742.39316	0
  742.60317	0
  906.00000	13
  743.02320	0
  743.23321	0
  743.44322	0
  743.65324	0
  907.00000	18
  744.07326	0
  744.28327	0
  744.49328	0
  744.70330	0
  908.00000	11
  745.12332	0
  745.33333	0
  745.54335	0
  745.75336	0
  909.00000	16
  746.17338	0
  746.38339	0
  746.59341	0
  910.00000	17
  747.01343	0
  747.22344	0
  747.43346	0
  747.64347	0
  911.00000	10
  748.06349	0
  748.27350	0
  748.48352	0
  748.69353	0
  912.00000	8
  749.11355	0
  749.32357	0
  749.53358	0
  749.74359	0
  913.00000	13
  750.16361	0
  750.37363	0
  750.58364	0
  914.00000	14
  751.00366	0
  751.21368	0
  751.42369	0
  751.63370	0
  915.00000	9
  752.05372	0
  752.26374	0
  752.47375	0
  752.68376	0
  916.00000	9
  753.10379	0
  753.31380	0
  753.52381	0
  753.73382	0
  917.00000	11
  754.15385	0
  754.36386	0
  754.57387	0
  754.78388	0
  918.00000	18
  755.20391	0
  755.41392	0
  755.62393	0
  919.00000	10
  756.04396	0
  756.25397	0
  756.46398	0
  756.67399	0
  920.00000	18
  757.09402	0
  757.30403	0
  757.51404	0
  757.72405	0
  921.00000	14
  758.14408	0
  758.35409	0
  758.56410	0
  758.77411	0
  922.00000	10
  759.19414	0
  759.40415	0
  759.61416	0
  923.00000	20
  760.03419	0
  760.24420	0
  760.45421	0
  760.66422	0
  924.00000	12
  761.08425	0
  761.29426	0
  761.50427	0
  761.71429	0
  925.00000	15
  762.13431	0
  762.34432	0
  762.55433	0
  762.76435	0
  926.00000	8
  763.18437	0
  763.39438	0
  763.60440	0
  927.00000	9
  764.02442	0
  764.23443	0
  764.44444	0
  764.65446	0
  928.00000	12
  765.07448	0
  765.28449	0
  765.49451	0
  765.70452	0
  929.00000	15
  766.12454	0
  766.33455	0
  766.54457	0
  766.75458	0
  930.00000	14
  767.17460	0
  767.38462	0
  767.59463	0
  931.00000	12
  768.01465	0
  768.22466	0
  768.43468	0
  768.64469	0
  932.00000	14
  769.06471	0
  769.27473	0
  769.48474	0
  769.69475	0
  933.00000	13
  770.11477	0
  770.32479	0
  770.53480	0
  770.74481	0
  934.00000	8
  771.16484	0
  771.37485	0
  771.58486	0
  935.00000	16
  772.00488	0
  772.21490	0
  772.42491	0
  772.63492	0
  936.00000	13
  773.05495	0
  773.26496	0
  773.47497	0
  773.68498	0
  937.00000	9
  774.10501	0
  774.31502	0
  774.52503	0
  774.73504	0
  938.00000	15
  775.15507	0
  775.36508	0
  775.57509	0
  775.78510	0
  939.00000	17
  776.20513	0
  776.41514	0
  776.62515	0
  940.00000	12
  777.04518	0
  777.25519	0
  777.46520	0
  777.67521	0
  941.00000	13
  778.09524	0
  778.30525	0
  778.51526	0
  778.72527	0
  942.00000	17
  779.14530	0
  779.35531	0
  779.56532	0
  779.77534	0
  943.00000	17
  780.19536	0
  780.40537	0
  780.61538	0
  944.00000	14
  781.03541	0
  781.24542	0
  781.45543	0
  781.66545	0
  945.00000	14
  782.08547	0
  782.29548	0
  782.50549	0
  782.71551	0
  946.00000	14
  783.13553	0
  783.34554	0
  783.55556	0
  783.76557	0
  947.00000	13
  784.18559	0
  784.39560	0
  784.60562	0
  948.00000	10
  785.02564	0
  785.23565	0
  785.44567	0
  785.65568	0
  949.00000	15
  786.07570	0
  786.28571	0
  786.49573	0
  786.70574	0
  950.00000	8
  787.12576	0
  787.33578	0
  787.54579	0
  787.75580	0
  951.00000	8
  788.17582	0
  788.38584	0
  788.59585	0
  952.00000	12
  789.01587	0
  789.22589	0
  789.43590	0
  789.64591	0
  953.00000	15
  790.06593	0
  790.27595	0
  790.48596	0
  790.69597	0
  954.00000	7
  791.11600	0
  791.32601	0
  791.53602	0
  791.74603	0
  955.00000	16
  792.16606	0
  792.37607	0
  792.58608	0
  956.00000	11
  793.00611	0
  793.21612	0
  793.42613	0
  793.63614	0
  957.00000	17
  794.05617	0
  794.26618	0
  794.47619	0
  794.68620	0
  958.00000	21
  795.10623	0
  795.31624	0
  795.52625	0
  795.73626	0
  959.00000	13
  796.15629	0
  796.36630	0
  796.57631	0
  796.78632	0
  960.00000	9
  797.20635	0
  797.41636	0
  797.62637	0
  961.00000	10
  798.04640	0
  798.25641	0
  798.46642	0
  798.67643	0
  962.00000	8
  799.09646	0
  799.30647	0
  799.51648	0
  799.72650	0
  963.00000	7
  800.14652	0
  800.35653	0
  800.56654	0
  800.77656	0
  964.00000	12
  801.19658	0
  801.40659	0
  801.61661	0
  965.00000	8
  802.03663	0
  802.24664	0
  802.45665	0
  802.66667	0
  966.00000	10
  803.08669	0
  803.29670	0
  803.50672	0
  803.71673	0
  967.00000	8
  804.13675	0
  804.34676	0
  804.55678	0
  804.76679	0
  968.00000	10
  805.18681	0
  805.39683	0
  805.60684	0
  969.00000	16
  806.02686	0
  806.23687	0
  806.44689	0
  806.65690	0
  970.00000	11
  807.07692	0
  807.28694	0
  807.49695	0
  807.70696	0
  971.00000	12
  808.12698	0
  808.33700	0
  808.54701	0
  808.75702	0
  972.00000	11
  809.17705	0
  809.38706	0
  809.59707	0
  973.00000	14
  810.01709	0
  810.22711	0
  810.43712	0
  810.64713	0
  974.00000	12
  811.06716	0
  811.27717	0
  811.48718	0
  811.69719	0
  975.00000	12
  812.11722	0
  812.32723	0
  812.53724	0
  812.74725	0
  976.00000	7
  813.16728	0
  813.37729	0
  813.58730	0
  977.00000	13
  814.00733	0
  814.21734	0
  814.42735	0
  814.63736	0
  978.00000	4
  815.05739	0
  815.26740	0
  815.47741	0
  815.68742	0
  979.00000	19
  816.10745	0
  816.31746	0
  816.52747	0
  816.73748	0
  980.00000	10
  817.15751	0
  817.36752	0
  817.57753	0
  817.78755	0
  981.00000	9
  818.20757	0
  818.41758	0
  818.62759	0
  982.00000	12
  819.04762	0
  819.25763	0
  819.46764	0
  819.67766	0
  983.00000	21
  820.09768	0
  820.30769	0
  820.51770	0
  820.72772	0
  984.00000	5
  821.14774	0
  821.35775	0
  821.56777	0
  821.77778	0
  985.00000	11
  822.19780	0
  822.40781	0
  822.61783	0
  986.00000	12
  823.03785	0
  823.24786	0
  823.45788	0
  823.66789	0
  987.00000	13
  824.08791	0
  824.29792	0
  824.50794	0
  824.71795	0
  988.00000	8
  825.13797	0
  825.34799	0
  825.55800	0
  825.76801	0
  989.00000	11
  826.18803	0
  826.39805	0
  826.60806	0
  990.00000	13
  827.02808	0
  827.23810	0
  827.44811	0
  827.65812	0
  991.00000	5
  828.07814	0
  828.28816	0
  828.49817	0
  828.70818	0
  992.00000	14
  829.12821	0
  829.33822	0
  829.54823	0
  829.75824	0
  993.00000	3
  830.17827	0
  830.38828	0
  830.59829	0
  994.00000	5
  831.01832	0
  831.22833	0
  831.43834	0
  831.64835	0
  995.00000	10
  832.06838	0
  832.27839	0
  832.48840	0
  832.69841	0
  996.00000	13
  833.11844	0
  833.32845	0
  833.53846	0
  833.74847	0
  997.00000	15
  834.16850	0
  834.37851	0
  834.58852	0
  998.00000	11
  835.00855	0
  835.21856	0
  835.42857	0
  835.63858	0
  999.00000	14
  836.05861	0
  836.26862	0
  836.47863	0
  836.68864	0
 1000.00000	9
  837.10867	0
  837.31868	0
  837.52869	0
  837.73871	0
 1001.00000	16
  838.15873	0
  838.36874	0
  838.57875	0
  838.78877	0
 1002.00000	17
  839.20879	0
  839.41880	0
  839.62882	0
 1003.00000	11
  840.04884	0
  840.25885	0
  840.46886	0
  840.67888	0
 1004.00000	8
  841.09890	0
  841.30891	0
  841.51893	0
  841.72894	0
 1005.00000	11
  842.14896	0
  842.35897	0
  842.56899	0
  842.77900	0
 1006.00000	9
  843.19902	0
  843.40904	0
  843.61905	0
 1007.00000	6
  844.03907	0
  844.24908	0
  844.45910	0
  844.66911	0
 1008.00000	9
  845.08913	0
  845.29915	0
  845.50916	0
  845.71917	0
 1009.00000	12
  846.13919	0
  846.34921	0
  846.55922	0
  846.76923	0
 1010.00000	10
  847.18926	0
  847.39927	0
  847.60928	0
 1011.00000	10
  848.02930	0
  848.23932	0
  848.44933	0
  848.65934	0
 1012.00000	11
  849.07937	0
  849.28938	0
  849.49939	0
  849.70940	0
 1013.00000	11
  850.12943	0
  850.33944	0
  850.54945	0
  850.75946	0
 1014.00000	8
  851.17949	0
  851.38950	0
  851.59951	0
 1015.00000	12
  852.01954	0
  852.22955	0
  852.43956	0
  852.64957	0
 1016.00000	10
  853.06960	0
  853.27961	0
  853.48962	0
  853.69963	0
 1017.00000	7
  854.11966	0
  854.32967	0
  854.53968	0
  854.74969	0
 1018.00000	8
  855.16972	0
  855.37973	0
  855.58974	0
 1019.00000	9
  856.00977	0
  856.21978	0
  856.42979	0
  856.63980	0
 1020.00000	9
  857.05983	0
  857.26984	0
  857.47985	0
  857.68987	0
 1021.00000	7
  858.10989	0
  858.31990	0
  858.52991	0
  858.73993	0
 1022.00000	7
  859.15995	0
  859.36996	0
  859.57998	0
  859.78999	0
 1023.00000	5469
_________	_________
Total Pixels (width X height)	451209
Total Pixels (summation)	450768
