Intensity Value	Number of Pixels
  311.30110	0
  311.39048	0
  311.47985	0
  311.56923	0
  311.65861	0
  311.74799	0
  311.83736	0
  368.00000	8
  312.01612	0
  312.10549	0
  312.19487	0
  312.28425	0
  312.37363	0
  312.46300	0
  312.55238	0
  312.64176	0
  312.73114	0
  312.82051	0
  312.90989	0
  369.00000	5
  313.08864	0
  313.17802	0
  313.26740	0
  313.35678	0
  313.44615	0
  313.53553	0
  313.62491	0
  313.71429	0
  313.80366	0
  313.89304	0
  370.00000	4
  314.07179	0
  314.16117	0
  314.25055	0
  314.33993	0
  314.42930	0
  314.51868	0
  314.60806	0
  314.69744	0
  314.78681	0
  314.87619	0
  371.00000	3
  315.05495	0
  315.14432	0
  315.23370	0
  315.32308	0
  315.41245	0
  315.50183	0
  315.59121	0
  315.68059	0
  315.76996	0
  315.85934	0
  372.00000	6
  316.03810	0
  316.12747	0
  316.21685	0
  316.30623	0
  316.39560	0
  316.48498	0
  316.57436	0
  316.66374	0
  316.75311	0
  316.84249	0
  373.00000	5
  317.02125	0
  317.11062	0
  317.20000	0
  317.28938	0
  317.37875	0
  317.46813	0
  317.55751	0
  317.64689	0
  317.73626	0
  317.82564	0
  374.00000	8
  318.00440	0
  318.09377	0
  318.18315	0
  318.27253	0
  318.36190	0
  318.45128	0
  318.54066	0
  318.63004	0
  318.71941	0
  318.80879	0
  318.89817	0
  375.00000	5
  319.07692	0
  319.16630	0
  319.25568	0
  319.34505	0
  319.43443	0
  319.52381	0
  319.61319	0
  319.70256	0
  319.79194	0
  319.88132	0
  376.00000	4
  320.06007	0
  320.14945	0
  320.23883	0
  320.32821	0
  320.41758	0
  320.50696	0
  320.59634	0
  320.68571	0
  320.77509	0
  320.86447	0
  377.00000	4
  321.04322	0
  321.13260	0
  321.22198	0
  321.31136	0
  321.40073	0
  321.49011	0
  321.57949	0
  321.66886	0
  321.75824	0
  321.84762	0
  378.00000	3
  322.02637	0
  322.11575	0
  322.20513	0
  322.29451	0
  322.38388	0
  322.47326	0
  322.56264	0
  322.65201	0
  322.74139	0
  322.83077	0
  379.00000	2
  323.00952	0
  323.09890	0
  323.18828	0
  323.27766	0
  323.36703	0
  323.45641	0
  323.54579	0
  323.63516	0
  323.72454	0
  323.81392	0
  323.90330	0
  380.00000	4
  324.08205	0
  324.17143	0
  324.26081	0
  324.35018	0
  324.43956	0
  324.52894	0
  324.61832	0
  324.70769	0
  324.79707	0
  324.88645	0
  381.00000	4
  325.06520	0
  325.15458	0
  325.24396	0
  325.33333	0
  325.42271	0
  325.51209	0
  325.60147	0
  325.69084	0
  325.78022	0
  325.86960	0
  382.00000	3
  326.04835	0
  326.13773	0
  326.22711	0
  326.31648	0
  326.40586	0
  326.49524	0
  326.58462	0
  326.67399	0
  326.76337	0
  326.85275	0
  383.00000	6
  327.03150	0
  327.12088	0
  327.21026	0
  327.29963	0
  327.38901	0
  327.47839	0
  327.56777	0
  327.65714	0
  327.74652	0
  327.83590	0
  384.00000	9
  328.01465	0
  328.10403	0
  328.19341	0
  328.28278	0
  328.37216	0
  328.46154	0
  328.55092	0
  328.64029	0
  328.72967	0
  328.81905	0
  328.90842	0
  385.00000	2
  329.08718	0
  329.17656	0
  329.26593	0
  329.35531	0
  329.44469	0
  329.53407	0
  329.62344	0
  329.71282	0
  329.80220	0
  329.89158	0
  386.00000	6
  330.07033	0
  330.15971	0
  330.24908	0
  330.33846	0
  330.42784	0
  330.51722	0
  330.60659	0
  330.69597	0
  330.78535	0
  330.87473	0
  387.00000	3
  331.05348	0
  331.14286	0
  331.23223	0
  331.32161	0
  331.41099	0
  331.50037	0
  331.58974	0
  331.67912	0
  331.76850	0
  331.85788	0
  388.00000	7
  332.03663	0
  332.12601	0
  332.21538	0
  332.30476	0
  332.39414	0
  332.48352	0
  332.57289	0
  332.66227	0
  332.75165	0
  332.84103	0
  389.00000	4
  333.01978	0
  333.10916	0
  333.19853	0
  333.28791	0
  333.37729	0
  333.46667	0
  333.55604	0
  333.64542	0
  333.73480	0
  333.82418	0
  390.00000	2
  334.00293	0
  334.09231	0
  334.18168	0
  334.27106	0
  334.36044	0
  334.44982	0
  334.53919	0
  334.62857	0
  334.71795	0
  334.80733	0
  334.89670	0
  391.00000	7
  335.07546	0
  335.16484	0
  335.25421	0
  335.34359	0
  335.43297	0
  335.52234	0
  335.61172	0
  335.70110	0
  335.79048	0
  335.87985	0
  392.00000	5
  336.05861	0
  336.14799	0
  336.23736	0
  336.32674	0
  336.41612	0
  336.50549	0
  336.59487	0
  336.68425	0
  336.77363	0
  336.86300	0
  393.00000	7
  337.04176	0
  337.13114	0
  337.22051	0
  337.30989	0
  337.39927	0
  337.48864	0
  337.57802	0
  337.66740	0
  337.75678	0
  337.84615	0
  394.00000	2
  338.02491	0
  338.11429	0
  338.20366	0
  338.29304	0
  338.38242	0
  338.47179	0
  338.56117	0
  338.65055	0
  338.73993	0
  338.82930	0
  395.00000	3
  339.00806	0
  339.09744	0
  339.18681	0
  339.27619	0
  339.36557	0
  339.45495	0
  339.54432	0
  339.63370	0
  339.72308	0
  339.81245	0
  339.90183	0
  396.00000	5
  340.08059	0
  340.16996	0
  340.25934	0
  340.34872	0
  340.43810	0
  340.52747	0
  340.61685	0
  340.70623	0
  340.79560	0
  340.88498	0
  397.00000	4
  341.06374	0
  341.15311	0
  341.24249	0
  341.33187	0
  341.42125	0
  341.51062	0
  341.60000	0
  341.68938	0
  341.77875	0
  341.86813	0
  398.00000	8
  342.04689	0
  342.13626	0
  342.22564	0
  342.31502	0
  342.40440	0
  342.49377	0
  342.58315	0
  342.67253	0
  342.76190	0
  342.85128	0
  399.00000	4
  343.03004	0
  343.11941	0
  343.20879	0
  343.29817	0
  343.38755	0
  343.47692	0
  343.56630	0
  343.65568	0
  343.74505	0
  343.83443	0
  400.00000	3
  344.01319	0
  344.10256	0
  344.19194	0
  344.28132	0
  344.37070	0
  344.46007	0
  344.54945	0
  344.63883	0
  344.72821	0
  344.81758	0
  344.90696	0
  401.00000	6
  345.08571	0
  345.17509	0
  345.26447	0
  345.35385	0
  345.44322	0
  345.53260	0
  345.62198	0
  345.71136	0
  345.80073	0
  345.89011	0
  402.00000	4
  346.06886	0
  346.15824	0
  346.24762	0
  346.33700	0
  346.42637	0
  346.51575	0
  346.60513	0
  346.69451	0
  346.78388	0
  346.87326	0
  403.00000	5
  347.05201	0
  347.14139	0
  347.23077	0
  347.32015	0
  347.40952	0
  347.49890	0
  347.58828	0
  347.67766	0
  347.76703	0
  347.85641	0
  404.00000	4
  348.03516	0
  348.12454	0
  348.21392	0
  348.30330	0
  348.39267	0
  348.48205	0
  348.57143	0
  348.66081	0
  348.75018	0
  348.83956	0
  405.00000	5
  349.01832	0
  349.10769	0
  349.19707	0
  349.28645	0
  349.37582	0
  349.46520	0
  349.55458	0
  349.64396	0
  349.73333	0
  349.82271	0
  406.00000	3
  350.00147	0
  350.09084	0
  350.18022	0
  350.26960	0
  350.35897	0
  350.44835	0
  350.53773	0
  350.62711	0
  350.71648	0
  350.80586	0
  350.89524	0
  407.00000	3
  351.07399	0
  351.16337	0
  351.25275	0
  351.34212	0
  351.43150	0
  351.52088	0
  351.61026	0
  351.69963	0
  351.78901	0
  351.87839	0
  408.00000	4
  352.05714	0
  352.14652	0
  352.23590	0
  352.32527	0
  352.41465	0
  352.50403	0
  352.59341	0
  352.68278	0
  352.77216	0
  352.86154	0
  409.00000	5
  353.04029	0
  353.12967	0
  353.21905	0
  353.30842	0
  353.39780	0
  353.48718	0
  353.57656	0
  353.66593	0
  353.75531	0
  353.84469	0
  410.00000	4
  354.02344	0
  354.11282	0
  354.20220	0
  354.29158	0
  354.38095	0
  354.47033	0
  354.55971	0
  354.64908	0
  354.73846	0
  354.82784	0
  411.00000	6
  355.00659	0
  355.09597	0
  355.18535	0
  355.27473	0
  355.36410	0
  355.45348	0
  355.54286	0
  355.63223	0
  355.72161	0
  355.81099	0
  355.90037	0
  412.00000	4
  356.07912	0
  356.16850	0
  356.25788	0
  356.34725	0
  356.43663	0
  356.52601	0
  356.61538	0
  356.70476	0
  356.79414	0
  356.88352	0
  413.00000	5
  357.06227	0
  357.15165	0
  357.24103	0
  357.33040	0
  357.41978	0
  357.50916	0
  357.59853	0
  357.68791	0
  357.77729	0
  357.86667	0
  414.00000	4
  358.04542	0
  358.13480	0
  358.22418	0
  358.31355	0
  358.40293	0
  358.49231	0
  358.58168	0
  358.67106	0
  358.76044	0
  358.84982	0
  415.00000	4
  359.02857	0
  359.11795	0
  359.20733	0
  359.29670	0
  359.38608	0
  359.47546	0
  359.56484	0
  359.65421	0
  359.74359	0
  359.83297	0
  416.00000	4
  360.01172	0
  360.10110	0
  360.19048	0
  360.27985	0
  360.36923	0
  360.45861	0
  360.54799	0
  360.63736	0
  360.72674	0
  360.81612	0
  360.90549	0
  417.00000	4
  361.08425	0
  361.17363	0
  361.26300	0
  361.35238	0
  361.44176	0
  361.53114	0
  361.62051	0
  361.70989	0
  361.79927	0
  361.88864	0
  418.00000	4
  362.06740	0
  362.15678	0
  362.24615	0
  362.33553	0
  362.42491	0
  362.51429	0
  362.60366	0
  362.69304	0
  362.78242	0
  362.87179	0
  419.00000	5
  363.05055	0
  363.13993	0
  363.22930	0
  363.31868	0
  363.40806	0
  363.49744	0
  363.58681	0
  363.67619	0
  363.76557	0
  363.85495	0
  420.00000	4
  364.03370	0
  364.12308	0
  364.21245	0
  364.30183	0
  364.39121	0
  364.48059	0
  364.56996	0
  364.65934	0
  364.74872	0
  364.83810	0
  421.00000	3
  365.01685	0
  365.10623	0
  365.19560	0
  365.28498	0
  365.37436	0
  365.46374	0
  365.55311	0
  365.64249	0
  365.73187	0
  365.82125	0
  365.91062	0
  422.00000	6
_________	_________
Total Pixels (width X height)	410684
Total Pixels (summation)	410061
